Event,Province,Code,Date,Month,Day,Year, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Victims, Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Agriculture, Power and Energy, Relief, Plantation/Forest
FLOODS,JAWA TENGAH,33,1/29/2001,1,29,2001,3,2,0,0,186,20,0,0,0,0,0,47.523,5,1,0,0,0
FIRE,JAMBI,15,2/5/2001,2,5,2001,1,0,0,0,4,3,0,0,0,0,0,0.35,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/7/2001,2,7,2001,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,2/11/2001,2,11,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,2/12/2001,2,12,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/13/2001,2,13,2001,1,0,0,0,0,0,0,0,0,0,0,0,286,1,0,0,0
FLOODS,KALIMANTAN TIMUR,64,2/14/2001,2,14,2001,1,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/23/2001,2,23,2001,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/27/2001,2,27,2001,1,0,0,0,0,0,0,0,0,0,0,532,150,1,0,0,0
FIRE,KALIMANTAN TIMUR,64,3/5/2001,3,5,2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/5/2001,3,5,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,3/11/2001,3,11,2001,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/15/2001,3,15,2001,1,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/16/2001,3,16,2001,1,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,3/19/2001,3,19,2001,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/24/2001,3,24,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,4/3/2001,4,3,2001,1,0,0,0,1,0,0,0,0,0,0,88.8,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/6/2001,4,6,2001,1,0,0,0,1,0,0,0,0,0,0,14.5,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/6/2001,4,6,2001,1,0,0,0,11,0,0,0,0,0,0,25,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/12/2001,4,12,2001,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/12/2001,4,12,2001,1,0,0,0,0,0,0,0,0,0,0,1223348,830,1,0,0,0
FLOODS,JAWA TENGAH,33,4/13/2001,4,13,2001,1,0,0,0,170,0,0,0,0,0,0,0,430,1,0,0,0
FLOODS,KALIMANTAN TIMUR,64,4/17/2001,4,17,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,4/18/2001,4,18,2001,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/20/2001,4,20,2001,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/22/2001,4,22,2001,2,0,0,0,1,1,0,0,0,0,0,47,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/23/2001,4,23,2001,1,0,0,0,0,7,0,0,0,0,0,70,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,4/26/2001,4,26,2001,1,0,0,1,0,1,0,0,0,0,0,26,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/28/2001,4,28,2001,1,0,0,0,1,0,0,0,0,0,0,12.65,0,0,0,0,0
FIRE,JAWA TENGAH,33,4/30/2001,4,30,2001,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,4/30/2001,4,30,2001,1,0,0,0,0,5,0,0,0,0,0,600,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/1/2001,5,1,2001,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/3/2001,5,3,2001,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
FLOODS,JAWA TENGAH,33,5/3/2001,5,3,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,5/8/2001,5,8,2001,1,0,0,0,12,0,0,0,0,0,0,0.3,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/10/2001,5,10,2001,1,0,1,0,0,1,0,0,0,0,0,35,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/13/2001,5,13,2001,1,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,5/13/2001,5,13,2001,1,0,0,0,0,2,0,0,0,0,0,35,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/14/2001,5,14,2001,1,0,0,0,1,0,0,0,0,0,0,2.5,0,0,0,0,0
FIRE,SULAWESI BARAT,76,5/14/2001,5,14,2001,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/15/2001,5,15,2001,1,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/18/2001,5,18,2001,1,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/21/2001,5,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,5/24/2001,5,24,2001,1,0,0,0,11,0,0,0,0,0,0,500,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/31/2001,5,31,2001,2,0,0,0,1,1,0,0,0,0,0,42,0,0,0,0,0
FIRE,SUMATERA UTARA,12,6/1/2001,6,1,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,6/8/2001,6,8,2001,2,0,0,0,82,1348,0,0,0,0,0,71.5539,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,6/10/2001,6,10,2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,6/11/2001,6,11,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,1/1/2002,1,1,2002,3,0,0,0,7,0,0,0,0,12333,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/2/2002,1,2,2002,1,0,0,0,0,0,0,0,0,0,0,55,65,1,0,0,0
FLOODS,JAWA TENGAH,33,1/4/2002,1,4,2002,1,0,0,0,0,0,0,0,0,0,0,0,200,1,0,0,0
FIRE,KALIMANTAN TENGAH,62,1/9/2002,1,9,2002,1,0,0,0,13,0,0,0,0,39,0,0,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,1/11/2002,1,11,2002,1,22,0,0,14,0,0,0,0,0,0,985,7,1,0,0,0
FLOODS,SUMATERA UTARA,12,1/13/2002,1,13,2002,2,11,0,4,65,0,0,0,0,3390,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/16/2002,1,16,2002,1,1,0,0,50,0,0,0,0,176,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/17/2002,1,17,2002,3,1,0,0,227,0,0,0,0,0,0,25165,86,1,0,0,0
FLOODS,JAWA TENGAH,33,1/22/2002,1,22,2002,4,1,0,0,11,0,0,0,0,1450,0,4264,308,3,0,0,48
FLOODS,KALIMANTAN BARAT,61,1/23/2002,1,23,2002,1,0,0,0,0,0,0,0,0,446570,0,0,0,0,0,0,0
FLOODS,JAMBI,15,1/28/2002,1,28,2002,3,1,7,0,6,0,0,0,0,6230,0,0,4000,1,0,0,0
FLOODS,JAWA TENGAH,33,1/29/2002,1,29,2002,1,0,0,0,4,0,0,0,0,2600,0,8951,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/30/2002,1,30,2002,2,0,0,0,0,0,0,0,0,20832,0,3000,730,2,0,0,0
FLOODS,JAWA TIMUR,35,1/30/2002,1,30,2002,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/3/2002,2,3,2002,1,0,237,0,0,0,0,0,0,0,0,3187,20,1,0,0,0
FLOODS,JAWA TIMUR,35,2/5/2002,2,5,2002,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/6/2002,2,6,2002,1,5,15322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/7/2002,2,7,2002,2,0,0,0,1,0,0,0,0,3908,0,63260,1630,2,0,0,0
FLOODS,JAWA TENGAH,33,2/14/2002,2,14,2002,1,0,0,0,2,0,0,0,0,0,0,190,0,0,0,0,0
FLOODS,DKI JAKARTA,31,2/16/2002,2,16,2002,1,0,4897,0,0,0,0,0,0,154270,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/16/2002,2,16,2002,1,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/17/2002,2,17,2002,2,4,0,0,38,0,0,0,0,505,0,0,7,1,0,0,0
FLOODS,KALIMANTAN TIMUR,64,3/3/2002,3,3,2002,1,0,0,0,0,0,0,10276,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,3/6/2002,3,6,2002,1,9,0,0,0,0,0,0,0,1868,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/7/2002,3,7,2002,1,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,3/25/2002,3,25,2002,1,0,274,0,1340,0,0,0,0,9133,0,0,776,1,0,0,0
FLOODS,SUMATERA UTARA,12,3/25/2002,3,25,2002,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/2/2002,4,2,2002,1,0,0,0,0,0,0,0,0,0,0,268,165,1,0,0,0
FLOODS,KALIMANTAN TENGAH,62,4/6/2002,4,6,2002,1,0,0,0,0,0,0,0,0,89314,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,5/2/2002,5,2,2002,1,2,0,0,90,0,0,0,0,8140,0,44200,0,0,0,0,0
FLOODS,SULAWESI TENGGARA,74,5/2/2002,5,2,2002,1,3,0,0,1141,0,0,0,0,6027,0,0,2213,1,0,0,0
FLOODS,SULAWESI SELATAN,73,5/5/2002,5,5,2002,1,0,56213,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,5/6/2002,5,6,2002,1,28,0,0,265,0,0,0,0,16950,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,5/9/2002,5,9,2002,1,9,3936,0,15795,0,0,0,0,56213,0,43000,0,0,0,0,0
FLOODS,SULAWESI TENGGARA,74,5/16/2002,5,16,2002,1,0,0,0,155,0,0,0,0,708,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,5/23/2002,5,23,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,6/6/2002,6,6,2002,1,0,0,0,5,0,0,0,0,0,0,55,0,0,0,0,0
FIRE,JAWA TENGAH,33,6/22/2002,6,22,2002,1,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0
FIRE,JAWA TENGAH,33,6/30/2002,6,30,2002,1,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/1/2002,7,1,2002,1,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0
FIRE,JAWA BARAT,32,7/5/2002,7,5,2002,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,DKI JAKARTA,31,7/8/2002,7,8,2002,1,0,0,0,742,0,0,0,0,3350,0,0,0,0,0,0,0
FOREST FIRE,SUMATERA UTARA,12,7/9/2002,7,9,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,7/10/2002,7,10,2002,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,7/30/2002,7,30,2002,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN BARAT,61,8/1/2002,8,1,2002,1,8,632,0,0,0,0,1690,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TENGAH,62,8/11/2002,8,11,2002,1,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0
FIRE,KALIMANTAN TENGAH,62,8/14/2002,8,14,2002,2,0,0,0,56,0,0,0,0,0,0,3900,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,8/24/2002,8,24,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,8/25/2002,8,25,2002,1,0,0,0,14,0,0,0,0,0,0,200,0,0,0,0,0
FIRE,JAWA BARAT,32,10/9/2002,10,9,2002,1,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,0
FIRE,JAWA BARAT,32,10/10/2002,10,10,2002,1,0,0,0,5,0,0,0,0,0,0,92,0,0,0,0,0
FOREST FIRE,KALIMANTAN SELATAN,63,10/15/2002,10,15,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,10/25/2002,10,25,2002,1,0,0,0,10,0,0,0,0,0,0,190,0,0,0,0,0
FIRE,DKI JAKARTA,31,11/2/2002,11,2,2002,1,0,0,0,632,0,0,0,0,5000,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,11/15/2002,11,15,2002,1,0,0,0,36,0,0,0,0,0,0,0,2500,1,0,0,0
FLOODS,PEMERINTAH ACEH,11,11/19/2002,11,19,2002,4,15,0,61,937,0,0,58208,0,600,0,105,1442,2,0,0,0
FIRE,DKI JAKARTA,31,11/20/2002,11,20,2002,1,0,0,0,527,0,0,0,0,1988,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,11/21/2002,11,21,2002,1,0,5,0,0,0,0,0,0,31997,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,12/5/2002,12,5,2002,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,12/8/2002,12,8,2002,1,0,0,0,5,0,0,0,0,0,0,0,1600,1,0,0,0
FIRE,JAWA BARAT,32,12/10/2002,12,10,2002,1,0,0,0,18,0,0,0,0,0,0,500,0,0,0,0,0
FLOODS,RIAU,14,12/20/2002,12,20,2002,1,0,0,0,689,0,0,0,0,0,0,14542,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,12/22/2002,12,22,2002,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/25/2002,12,25,2002,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0
FLOODS,JAWA BARAT,32,12/26/2002,12,26,2002,1,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,12/26/2002,12,26,2002,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,BANTEN,36,12/27/2002,12,27,2002,2,0,0,0,3,0,0,0,0,0,0,0,2106,2,0,0,0
FLOODS,RIAU,14,12/28/2002,12,28,2002,1,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0
FLOODS,GORONTALO,75,12/30/2002,12,30,2002,1,4,0,0,203,0,0,0,0,15722,0,0,838,1,0,0,0
FLOODS,BANTEN,36,1/1/2003,1,1,2003,1,1,0,0,3735,0,0,0,0,0,0,0,760,1,0,0,0
FLOODS,LAMPUNG,18,1/2/2003,1,2,2003,1,11,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,1/2/2003,1,2,2003,1,5,0,0,276,0,0,0,0,912,0,0,0,0,0,0,0
FLOODS,DI YOGYAKARTA,34,1/4/2003,1,4,2003,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/4/2003,1,4,2003,3,0,0,0,11,0,0,10,0,0,0,759,200,1,0,0,0
FOREST FIRE,KALIMANTAN TENGAH,62,1/5/2003,1,5,2003,1,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,1/6/2003,1,6,2003,1,0,0,0,1,0,0,0,0,6,0,33,0,0,0,0,0
FIRE,JAWA BARAT,32,1/8/2003,1,8,2003,1,0,0,0,4,0,0,0,0,12,0,53,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,1/9/2003,1,9,2003,1,0,0,0,0,0,0,0,0,750,0,0,6,1,0,0,0
FLOODS,KALIMANTAN BARAT,61,1/10/2003,1,10,2003,2,2,0,0,0,0,0,0,0,53300,0,0,0,0,0,0,0
FLOODS,SULAWESI UTARA,71,1/10/2003,1,10,2003,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,1/12/2003,1,12,2003,1,1,0,0,0,0,0,0,0,0,0,0,250,1,0,0,0
FLOODS,SULAWESI SELATAN,73,1/13/2003,1,13,2003,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,1/15/2003,1,15,2003,1,0,0,0,17,0,0,0,0,85,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,1/15/2003,1,15,2003,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,1/15/2003,1,15,2003,1,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0
FOREST FIRE,KALIMANTAN TENGAH,62,1/19/2003,1,19,2003,1,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0
FLOODS,RIAU,14,1/21/2003,1,21,2003,2,1,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0
FLOODS,JAWA TENGAH,33,1/21/2003,1,21,2003,2,0,0,0,444,0,0,0,0,0,0,0,2660,2,0,0,0
FLOODS,KALIMANTAN BARAT,61,1/24/2003,1,24,2003,4,19,0,0,2539,0,0,0,0,28240,0,0,0,0,0,0,0
FLOODS,RIAU,14,1/26/2003,1,26,2003,1,4,0,0,300,0,0,0,0,10955,0,0,472,1,0,0,0
FLOODS,JAWA TIMUR,35,1/27/2003,1,27,2003,1,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0
FLOODS,JAWA TENGAH,33,1/28/2003,1,28,2003,1,3,7,0,2479,0,0,0,0,3500,0,0,215,1,0,0,50
FLOODS,JAWA TIMUR,35,1/28/2003,1,28,2003,1,0,0,0,0,0,0,0,0,0,0,0,194,1,0,0,0
FLOODS,JAWA BARAT,32,1/29/2003,1,29,2003,1,0,0,0,3587,0,0,0,0,20357,0,0,1200,1,0,0,0
FLOODS,JAWA TENGAH,33,1/29/2003,1,29,2003,1,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0
FLOODS,JAWA BARAT,32,1/30/2003,1,30,2003,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/31/2003,1,31,2003,1,0,0,0,1,0,0,0,0,5,0,193,22.5,1,0,0,0
FLOODS,JAWA TIMUR,35,1/31/2003,1,31,2003,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0
FLOODS,JAWA BARAT,32,2/1/2003,2,1,2003,1,0,0,0,3,0,0,2295,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,2/1/2003,2,1,2003,1,0,0,0,0,0,0,0,0,0,0,0,7000,1,0,0,0
FLOODS,BENGKULU,17,2/2/2003,2,2,2003,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,2/2/2003,2,2,2003,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,9
FLOODS,JAWA BARAT,32,2/2/2003,2,2,2003,2,2,3,0,657,0,0,0,0,0,0,826,9656,1,0,0,0
FLOODS,JAWA TIMUR,35,2/3/2003,2,3,2003,2,0,0,0,0,0,0,0,0,0,0,0,4116,2,0,0,0
FIRE,SULAWESI SELATAN,73,2/4/2003,2,4,2003,1,0,0,0,8,0,0,0,0,0,0,138,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/4/2003,2,4,2003,1,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/4/2003,2,4,2003,2,4,0,0,100,0,0,0,0,1255,0,0,210,1,0,0,0
FLOODS,JAWA TIMUR,35,2/4/2003,2,4,2003,1,0,0,0,0,0,0,0,0,0,0,0,400,1,0,0,0
FLOODS,KALIMANTAN TIMUR,64,2/5/2003,2,5,2003,1,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,2/6/2003,2,6,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,DKI JAKARTA,31,2/6/2003,2,6,2003,1,0,776,0,0,0,0,0,0,3500,0,0,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,2/7/2003,2,7,2003,1,0,0,0,10,0,0,0,0,0,0,180,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/7/2003,2,7,2003,1,3,7,0,0,0,0,0,0,7811,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,2/9/2003,2,9,2003,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/10/2003,2,10,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,2/12/2003,2,12,2003,1,0,0,0,7,0,0,0,0,0,0,165,0,0,0,0,0
FLOODS,DKI JAKARTA,31,2/13/2003,2,13,2003,5,4,3479,0,0,0,0,169355,0,8871,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,2/14/2003,2,14,2003,1,0,0,0,0,0,0,0,0,0,0,0,106,1,0,0,0
FLOODS,JAWA TENGAH,33,2/15/2003,2,15,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/16/2003,2,16,2003,1,0,0,0,52,0,0,0,0,0,0,0,5,1,0,0,0
FLOODS,JAWA BARAT,32,2/17/2003,2,17,2003,1,0,0,0,0,0,0,0,0,0,0,0,2200,1,0,0,0
FLOODS,SUMATERA BARAT,13,2/20/2003,2,20,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/21/2003,2,21,2003,1,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0
FLOODS,JAWA TENGAH,33,2/27/2003,2,27,2003,1,0,0,0,140,0,0,0,0,0,0,300,0,0,0,0,0
FIRE,JAWA BARAT,32,3/2/2003,3,2,2003,1,0,8,0,2,0,0,0,0,0,0,46,0,0,0,0,0
FLOODS,JAMBI,15,3/4/2003,3,4,2003,1,0,0,0,0,0,0,0,0,0,0,0,1500,1,0,0,0
FIRE,JAWA BARAT,32,3/5/2003,3,5,2003,1,0,0,0,2,0,0,0,0,9,0,40,0,0,0,0,0
FLOODS,JAWA BARAT,32,3/5/2003,3,5,2003,1,0,0,0,2,0,0,0,0,7,0,22,0,0,0,0,0
FIRE,DKI JAKARTA,31,3/6/2003,3,6,2003,1,0,0,0,1200,0,0,0,0,3500,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,3/7/2003,3,7,2003,1,0,0,0,1,0,0,0,0,5,0,100,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/8/2003,3,8,2003,1,1,0,0,208,0,0,0,0,0,0,0,175,1,0,0,0
FIRE,JAWA BARAT,32,3/9/2003,3,9,2003,1,0,0,0,4,0,0,0,0,22,0,60,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/9/2003,3,9,2003,1,0,0,0,642,0,0,23000,0,10820,0,178,358,1,0,0,0
FLOODS,JAWA BARAT,32,3/11/2003,3,11,2003,1,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/12/2003,3,12,2003,1,0,0,0,979,0,0,0,0,0,0,321,0,0,0,0,0
FIRE,JAWA BARAT,32,3/14/2003,3,14,2003,2,0,0,0,3,0,0,0,0,24,0,69,0,0,0,0,0
FIRE,BANTEN,36,3/17/2003,3,17,2003,1,0,0,0,670,0,0,0,0,0,0,20000,0,0,0,0,0
FIRE,JAWA BARAT,32,3/18/2003,3,18,2003,1,0,0,0,3,0,0,0,0,16,0,39,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,3/21/2003,3,21,2003,1,1,0,0,9,0,0,0,0,0,0,575,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/22/2003,3,22,2003,1,0,0,0,646,0,0,0,0,0,0,493,0,0,0,0,0
FLOODS,RIAU,14,3/27/2003,3,27,2003,1,0,180,0,6624,0,0,0,0,4009,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,3/27/2003,3,27,2003,1,0,0,0,5,0,0,0,0,55,0,65,0,0,0,0,0
FLOODS,JAWA BARAT,32,3/27/2003,3,27,2003,1,0,0,0,3,0,0,0,0,10,0,16,0,0,0,0,0
FLOODS,KALIMANTAN TENGAH,62,3/29/2003,3,29,2003,1,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,3/31/2003,3,31,2003,1,0,0,0,2037,0,0,0,0,9200,0,0,0,0,0,0,0
FIRE,DKI JAKARTA,31,3/31/2003,3,31,2003,1,0,0,0,24,0,0,0,0,160,0,750,0,0,0,0,0
FIRE,JAWA BARAT,32,3/31/2003,3,31,2003,1,0,0,0,2,0,0,0,0,5,0,12,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,4/1/2003,4,1,2003,1,0,0,0,0,0,0,0,0,0,0,0,350,1,0,0,0
FLOODS,KALIMANTAN BARAT,61,4/2/2003,4,2,2003,1,2,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/2/2003,4,2,2003,1,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,4/3/2003,4,3,2003,2,2,0,0,7961,0,0,0,0,30739,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,4/3/2003,4,3,2003,1,0,0,0,1,0,0,0,0,4,0,10,0,0,0,0,0
FIRE,JAWA BARAT,32,4/4/2003,4,4,2003,1,0,0,0,6,0,0,0,0,21,0,120,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/5/2003,4,5,2003,1,0,3,0,215,0,0,0,0,0,0,503,0,0,0,0,0
FIRE,DKI JAKARTA,31,4/7/2003,4,7,2003,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,4/7/2003,4,7,2003,1,0,0,0,9,0,0,0,0,0,0,450,0,0,0,0,0
FIRE,JAWA BARAT,32,4/13/2003,4,13,2003,1,0,0,0,3,0,0,0,0,16,0,35,0,0,0,0,0
FLOODS,JAMBI,15,4/14/2003,4,14,2003,3,0,0,2,2997,0,0,19396,0,7013,0,12000,3022,3,0,0,0
